ALFreq	MisRate	Cov	Gene	scheme	Ped_power(0.05)	Ped_power(0.01)	Ped_TIR(0.05)	Ped_TIR(0.01)	Rab_power(0.05)	Rab_power(0.01)	Rab_TIR(0.05)	Rab_TIR(0.01)
0.5	0.25	0.75	1	1	105	78	3	0	178	138	2	0
0.5	0.25	1	0.25	1	1	0	8	1	0	0	9	0
0.5	0.25	1	0.5	1	9	4	9	3	19	6	5	1
0.5	0.25	1	0.75	1	34	12	6	2	85	40	3	1
0.5	0.25	1	1	1	97	53	2	0	155	113	0	0
0.5	0.5	0.25	0.25	1	0	0	20	7	0	0	9	1
0.5	0.5	0.25	0.5	1	31	12	21	6	31	6	3	1
0.5	0.5	0.25	0.75	1	83	58	12	4	118	78	4	1
0.5	0.5	0.25	1	1	164	135	1	0	186	164	0	0
0.5	0.5	0.5	0.25	1	3	1	19	3	1	0	13	0
0.5	0.5	0.5	0.5	1	23	13	25	11	23	6	4	0
0.5	0.5	0.5	0.75	1	68	52	12	6	103	57	0	0
0.5	0.5	0.5	1	1	146	119	5	3	183	158	0	0
0.5	0.5	0.75	0.25	1	2	1	21	6	0	0	3	0
0.5	0.5	0.75	0.5	1	16	11	18	8	17	2	2	0
0.5	0.5	0.75	0.75	1	64	50	11	5	94	46	4	0
0.5	0.5	0.75	1	1	154	129	2	1	179	140	2	0
0.5	0.5	1	0.25	1	1	1	13	2	0	0	7	0
0.5	0.5	1	0.5	1	21	11	17	7	19	5	5	1
0.5	0.5	1	0.75	1	61	35	11	3	85	39	3	1
0.5	0.5	1	1	1	138	114	2	1	155	114	0	0
0.5	0.75	0.25	0.25	1	3	1	46	20	0	0	9	1
0.5	0.75	0.25	0.5	1	35	18	21	5	29	6	3	1
0.5	0.75	0.25	0.75	1	112	81	10	1	116	70	4	1
0.5	0.75	0.25	1	1	185	175	0	0	185	160	0	0
0.5	0.75	0.5	0.25	1	1	1	35	14	1	0	13	1
0.5	0.75	0.5	0.5	1	31	18	32	12	25	8	4	1
0.5	0.75	0.5	0.75	1	102	88	17	6	102	57	0	0
0.5	0.75	0.5	1	1	174	156	3	1	183	159	0	0
0.5	0.75	0.75	0.25	1	3	1	33	12	0	0	3	0
0.5	0.75	0.75	0.5	1	29	21	30	6	17	2	1	0
0.5	0.75	0.75	0.75	1	99	80	12	7	95	53	4	0
0.5	0.75	0.75	1	1	173	163	4	3	179	143	2	0
0.5	0.75	1	0.25	1	2	1	24	10	0	0	12	0
0.5	0.75	1	0.5	1	22	12	13	7	19	6	5	1
0.5	0.75	1	0.75	1	98	74	12	3	88	42	3	1
0.5	0.75	1	1	1	168	154	3	0	160	119	0	0
0.5	1	0.25	0.25	1	5	3	46	23	0	0	8	0
0.5	1	0.25	0.5	1	41	26	31	14	29	6	3	1
0.5	1	0.25	0.75	1	128	109	12	9	115	65	3	1
0.5	1	0.25	1	1	191	187	1	0	186	166	0	0
0.5	1	0.5	0.25	1	6	2	48	21	1	0	13	1
0.5	1	0.5	0.5	1	41	24	32	14	25	8	4	1
0.5	1	0.5	0.75	1	115	96	18	10	99	53	0	0
0.5	1	0.5	1	1	180	171	5	2	181	151	0	0
0.5	1	0.75	0.25	1	4	1	33	14	1	0	5	1
0.5	1	0.75	0.5	1	37	22	29	14	16	2	1	0
0.5	1	0.75	0.75	1	118	91	17	3	98	58	5	0
0.5	1	0.75	1	1	180	173	5	0	180	144	2	0
0.5	1	1	0.25	1	2	2	25	12	0	0	9	0
0.5	1	1	0.5	1	30	15	27	9	19	6	5	1
0.5	1	1	0.75	1	117	82	12	6	88	42	3	1
0.5	1	1	1	1	177	155	4	1	157	114	0	0
0.1	0	0.25	0.25	2	6	1	12	3	3	1	12	0
0.1	0	0.25	0.5	2	45	22	12	5	18	7	10	0
0.1	0	0.25	0.75	2	148	103	12	5	107	47	2	2
0.1	0	0.25	1	2	197	192	0	0	180	146	1	1
0.1	0	0.5	0.25	2	6	1	13	2	4	0	5	0
0.1	0	0.5	0.5	2	41	23	10	3	22	2	1	0
0.1	0	0.5	0.75	2	136	108	13	8	97	45	3	0
0.1	0	0.5	1	2	196	192	0	0	177	150	1	1
0.1	0	0.75	0.25	2	4	0	15	4	1	0	3	1
0.1	0	0.75	0.5	2	42	21	16	6	23	3	7	1
0.1	0	0.75	0.75	2	126	98	10	7	105	55	4	1
0.1	0	0.75	1	2	195	190	1	1	170	140	2	1
0.1	0	1	0.25	2	3	2	14	7	1	0	10	0
0.1	0	1	0.5	2	38	22	21	7	23	6	17	2
0.1	0	1	0.75	2	125	99	6	4	97	45	8	0
0.1	0	1	1	2	188	181	2	2	171	124	3	0
0.1	0.25	0.25	0.25	2	3	2	22	7	3	1	8	0
0.1	0.25	0.25	0.5	2	24	7	29	10	15	4	5	0
0.1	0.25	0.25	0.75	2	105	69	9	4	114	55	2	2
0.1	0.25	0.25	1	2	186	172	2	1	180	147	1	1
0.1	0.25	0.5	0.25	2	1	1	20	8	4	0	7	0
0.1	0.25	0.5	0.5	2	16	10	13	4	24	3	2	1
0.1	0.25	0.5	0.75	2	100	80	11	8	104	56	4	1
0.1	0.25	0.5	1	2	180	162	1	1	172	131	1	0
0.1	0.25	0.75	0.25	2	0	0	29	8	0	0	3	0
0.1	0.25	0.75	0.5	2	15	8	20	7	26	4	8	2
0.1	0.25	0.75	0.75	2	87	67	12	4	100	38	4	1
0.1	0.25	0.75	1	2	181	157	1	1	170	140	2	1
0.1	0.25	1	0.25	2	1	1	22	11	1	0	14	0
0.1	0.25	1	0.5	2	15	4	18	7	19	5	15	0
0.1	0.25	1	0.75	2	84	66	12	7	95	41	8	0
0.1	0.25	1	1	2	167	141	3	1	171	124	3	0
0.1	0.5	0.25	0.25	2	2	2	41	18	3	1	12	0
0.1	0.5	0.25	0.5	2	6	3	36	12	16	4	8	0
0.1	0.5	0.25	0.75	2	52	40	18	10	115	60	3	2
0.1	0.5	0.25	1	2	154	136	5	2	184	161	1	1
0.1	0.5	0.5	0.25	2	2	2	40	19	4	0	5	0
0.1	0.5	0.5	0.5	2	4	1	43	14	24	3	2	1
0.1	0.5	0.5	0.75	2	52	35	19	11	104	56	4	1
0.1	0.5	0.5	1	2	136	116	8	4	177	150	2	1
0.1	0.5	0.75	0.25	2	0	0	50	25	2	0	5	1
0.1	0.5	0.75	0.5	2	8	4	38	24	25	4	8	2
0.1	0.5	0.75	0.75	2	40	31	28	10	109	57	6	1
0.1	0.5	0.75	1	2	145	121	3	1	170	137	2	1
0.1	0.5	1	0.25	2	0	0	50	29	1	0	12	0
0.1	0.5	1	0.5	2	4	2	34	16	22	6	17	2
0.1	0.5	1	0.75	2	49	35	31	18	99	49	9	0
0.1	0.5	1	1	2	126	104	8	2	171	130	3	0
0.1	0.75	0.25	0.25	2	2	1	57	28	3	1	10	0
0.1	0.75	0.25	0.5	2	6	4	55	33	17	6	9	0
0.1	0.75	0.25	0.75	2	26	14	34	21	116	68	3	2
0.1	0.75	0.25	1	2	113	103	17	10	180	142	1	1
0.1	0.75	0.5	0.25	2	1	1	68	36	4	0	6	0
0.1	0.75	0.5	0.5	2	3	2	60	20	24	3	2	1
0.1	0.75	0.5	0.75	2	31	22	39	15	103	54	4	1
0.1	0.75	0.5	1	2	111	92	22	13	175	144	1	1
0.1	0.75	0.75	0.25	2	0	0	62	28	2	0	5	1
0.1	0.75	0.75	0.5	2	3	0	55	29	25	3	8	2
0.1	0.75	0.75	0.75	2	36	16	44	22	107	55	6	1
0.1	0.75	0.75	1	2	111	86	19	8	169	132	2	1
0.1	0.75	1	0.25	2	0	0	72	30	1	0	16	0
0.1	0.75	1	0.5	2	0	0	62	31	23	6	17	2
0.1	0.75	1	0.75	2	19	15	42	18	99	49	11	1
0.1	0.75	1	1	2	101	76	26	7	172	135	4	0
0.1	1	0.25	0.25	2	2	1	62	39	3	1	12	0
0.1	1	0.25	0.5	2	1	1	57	19	17	6	9	0
0.1	1	0.25	0.75	2	31	17	43	16	116	68	3	2
0.1	1	0.25	1	2	103	80	21	8	180	146	1	1
0.1	1	0.5	0.25	2	0	0	59	20	4	0	7	0
0.1	1	0.5	0.5	2	4	2	60	22	27	5	6	1
0.1	1	0.5	0.75	2	29	14	34	15	104	62	6	1
0.1	1	0.5	1	2	112	91	26	14	174	136	1	1
0.1	1	0.75	0.25	2	1	0	65	32	2	0	5	1
0.1	1	0.75	0.5	2	3	1	56	29	26	4	8	2
0.1	1	0.75	0.75	2	26	18	42	19	104	44	4	1
0.1	1	0.75	1	2	98	79	25	7	170	144	2	1
0.1	1	1	0.25	2	0	0	62	29	1	0	16	0
0.1	1	1	0.5	2	2	1	69	32	23	6	17	2
0.1	1	1	0.75	2	25	10	55	15	97	44	8	0
0.1	1	1	1	2	86	70	23	8	173	144	5	0
0.25	0	0.25	0.25	2	2	0	12	4	3	0	12	0
0.25	0	0.25	0.5	2	37	19	8	2	40	14	5	1
0.25	0	0.25	0.75	2	126	84	5	0	134	81	1	0
0.25	0	0.25	1	2	189	172	0	0	188	166	0	0
0.25	0	0.5	0.25	2	2	0	19	7	4	0	11	1
0.25	0	0.5	0.5	2	35	15	9	4	46	13	5	0
0.25	0	0.5	0.75	2	115	72	3	1	134	80	1	0
0.25	0	0.5	1	2	188	164	0	0	184	163	1	0
0.25	0	0.75	0.25	2	1	0	14	1	4	0	5	0
0.25	0	0.75	0.5	2	37	14	10	1	43	12	8	0
0.25	0	0.75	0.75	2	120	93	1	0	126	63	2	0
0.25	0	0.75	1	2	186	168	1	1	181	142	1	0
0.25	0	1	0.25	2	2	2	10	0	2	0	6	0
0.25	0	1	0.5	2	36	19	4	2	39	8	7	3
0.25	0	1	0.75	2	120	79	2	1	136	91	5	0
0.25	0	1	1	2	176	164	1	0	189	164	0	0
0.25	0.25	0.25	0.25	2	1	0	18	10	0	0	11	0
0.25	0.25	0.25	0.5	2	27	15	17	7	37	11	5	0
0.25	0.25	0.25	0.75	2	113	80	8	3	134	81	1	0
0.25	0.25	0.25	1	2	181	163	0	0	191	169	0	0
0.25	0.25	0.5	0.25	2	0	0	31	10	4	0	11	1
0.25	0.25	0.5	0.5	2	23	11	21	6	46	13	5	0
0.25	0.25	0.5	0.75	2	104	73	7	2	134	90	1	0
0.25	0.25	0.5	1	2	182	172	0	0	184	163	1	0
0.25	0.25	0.75	0.25	2	1	0	26	8	4	1	5	0
0.25	0.25	0.75	0.5	2	25	13	15	6	42	12	8	0
0.25	0.25	0.75	0.75	2	113	92	11	5	127	85	2	0
0.25	0.25	0.75	1	2	180	164	0	0	184	156	1	0
0.25	0.25	1	0.25	2	1	0	19	3	3	0	6	0
0.25	0.25	1	0.5	2	21	8	12	3	36	8	7	3
0.25	0.25	1	0.75	2	105	70	4	1	127	76	3	0
0.25	0.25	1	1	2	172	164	1	1	188	162	0	0
0.25	0.5	0.25	0.25	2	2	0	44	24	3	0	12	0
0.25	0.5	0.25	0.5	2	29	18	37	19	40	14	5	1
0.25	0.5	0.25	0.75	2	97	79	19	11	134	84	1	0
0.25	0.5	0.25	1	2	176	154	4	1	191	168	0	0
0.25	0.5	0.5	0.25	2	0	0	44	17	4	0	11	1
0.25	0.5	0.5	0.5	2	20	17	38	17	47	14	7	1
0.25	0.5	0.5	0.75	2	90	70	19	10	134	80	1	0
0.25	0.5	0.5	1	2	170	157	4	2	184	167	1	0
0.25	0.5	0.75	0.25	2	1	0	41	26	4	0	4	0
0.25	0.5	0.75	0.5	2	12	10	27	16	40	12	8	0
0.25	0.5	0.75	0.75	2	90	74	16	5	127	77	2	0
0.25	0.5	0.75	1	2	172	149	6	3	185	158	1	0
0.25	0.5	1	0.25	2	1	1	49	23	2	0	5	0
0.25	0.5	1	0.5	2	16	5	39	10	36	7	7	2
0.25	0.5	1	0.75	2	90	69	20	9	127	77	3	0
0.25	0.5	1	1	2	174	160	7	2	189	164	0	0
0.25	0.75	0.25	0.25	2	3	2	70	43	2	0	11	0
0.25	0.75	0.25	0.5	2	19	11	53	31	40	14	5	1
0.25	0.75	0.25	0.75	2	88	75	31	15	134	84	1	0
0.25	0.75	0.25	1	2	169	157	7	6	188	156	0	0
0.25	0.75	0.5	0.25	2	1	0	59	29	3	0	11	1
0.25	0.75	0.5	0.5	2	19	11	54	27	47	16	7	1
0.25	0.75	0.5	0.75	2	85	68	25	15	134	76	1	0
0.25	0.75	0.5	1	2	168	156	12	7	184	163	1	0
0.25	0.75	0.75	0.25	2	3	3	58	37	4	1	5	0
0.25	0.75	0.75	0.5	2	20	7	47	18	41	12	8	0
0.25	0.75	0.75	0.75	2	83	63	31	12	126	66	2	0
0.25	0.75	0.75	1	2	164	147	9	4	183	152	1	0
0.25	0.75	1	0.25	2	0	0	77	41	2	0	5	0
0.25	0.75	1	0.5	2	14	10	60	37	39	7	7	3
0.25	0.75	1	0.75	2	90	71	42	21	126	60	1	0
0.25	0.75	1	1	2	162	147	13	4	188	163	0	0
0.25	1	0.25	0.25	2	0	0	65	46	0	0	11	0
0.25	1	0.25	0.5	2	19	13	56	26	40	16	6	1
0.25	1	0.25	0.75	2	76	55	24	10	138	90	1	0
0.25	1	0.25	1	2	171	159	8	2	191	174	0	0
0.25	1	0.5	0.25	2	2	1	62	29	4	0	11	1
0.25	1	0.5	0.5	2	24	14	48	32	48	16	7	1
0.25	1	0.5	0.75	2	96	66	30	15	134	80	1	0
0.25	1	0.5	1	2	159	144	7	5	184	163	1	0
0.25	1	0.75	0.25	2	2	1	76	41	4	0	5	0
0.25	1	0.75	0.5	2	19	10	52	31	40	12	8	0
0.25	1	0.75	0.75	2	85	56	33	13	128	86	3	0
0.25	1	0.75	1	2	156	146	15	5	184	152	1	0
0.25	1	1	0.25	2	1	0	61	18	2	0	6	0
0.25	1	1	0.5	2	14	8	53	25	39	8	7	3
0.25	1	1	0.75	2	99	72	33	15	131	84	5	0
0.25	1	1	1	2	164	149	9	3	189	164	0	0
0.5	0	0.25	0.25	2	1	0	9	4	1	0	10	0
0.5	0	0.25	0.5	2	16	9	8	3	30	10	4	1
0.5	0	0.25	0.75	2	94	59	3	1	111	69	3	1
0.5	0	0.25	1	2	165	128	0	0	185	157	0	0
0.5	0	0.5	0.25	2	3	0	6	4	1	0	7	2
0.5	0	0.5	0.5	2	24	9	10	4	22	8	4	1
0.5	0	0.5	0.75	2	88	57	3	2	115	66	0	0
0.5	0	0.5	1	2	155	132	0	0	186	161	0	0
0.5	0	0.75	0.25	2	0	0	14	3	2	1	7	0
0.5	0	0.75	0.5	2	23	9	5	2	24	8	5	0
0.5	0	0.75	0.75	2	75	49	2	0	123	79	1	0
0.5	0	0.75	1	2	165	139	0	0	189	167	0	0
0.5	0	1	0.25	2	1	0	10	1	5	0	6	0
0.5	0	1	0.5	2	13	4	4	1	28	8	0	0
0.5	0	1	0.75	2	86	48	2	0	121	70	1	0
0.5	0	1	1	2	163	135	0	0	187	163	0	0
0.5	0.25	0.25	0.25	2	2	1	12	3	1	0	11	1
0.5	0.25	0.25	0.5	2	32	15	17	4	28	9	3	0
0.5	0.25	0.25	0.75	2	115	84	10	5	111	69	3	1
0.5	0.25	0.25	1	2	179	162	2	0	185	157	0	0
0.5	0.25	0.5	0.25	2	4	2	37	10	1	0	7	2
0.5	0.25	0.5	0.5	2	22	10	11	4	26	9	5	1
0.5	0.25	0.5	0.75	2	107	83	6	3	114	62	0	0
0.5	0.25	0.5	1	2	173	144	4	2	186	165	0	0
0.5	0.25	0.75	0.25	2	2	0	28	5	2	1	7	0
0.5	0.25	0.75	0.5	2	31	23	23	13	25	11	6	0
0.5	0.25	0.75	0.75	2	86	68	11	6	125	84	2	0
0.5	0.25	0.75	1	2	179	160	1	0	186	163	0	0
0.5	0.25	1	0.25	2	3	2	26	7	5	0	6	0
0.5	0.25	1	0.5	2	39	21	22	4	24	6	0	0
0.5	0.25	1	0.75	2	102	54	8	2	127	85	2	1
0.5	0.25	1	1	2	178	159	4	0	184	151	0	0
0.5	0.5	0.25	0.25	2	6	2	41	24	1	0	10	0
0.5	0.5	0.25	0.5	2	43	28	47	20	35	13	5	2
0.5	0.5	0.25	0.75	2	129	99	16	8	111	66	3	1
0.5	0.5	0.25	1	2	184	171	1	0	186	160	0	0
0.5	0.5	0.5	0.25	2	4	3	51	23	1	0	7	2
0.5	0.5	0.5	0.5	2	32	27	33	15	22	8	4	1
0.5	0.5	0.5	0.75	2	112	91	14	11	115	66	0	0
0.5	0.5	0.5	1	2	183	166	4	2	186	165	0	0
0.5	0.5	0.75	0.25	2	6	4	43	15	2	1	7	0
0.5	0.5	0.75	0.5	2	38	27	34	19	23	8	3	0
0.5	0.5	0.75	0.75	2	109	83	18	12	117	65	1	0
0.5	0.5	0.75	1	2	184	179	7	5	188	163	0	0
0.5	0.5	1	0.25	2	3	2	56	31	4	0	6	0
0.5	0.5	1	0.5	2	35	21	26	9	31	12	2	0
0.5	0.5	1	0.75	2	115	87	17	7	121	70	1	0
0.5	0.5	1	1	2	181	175	5	3	184	151	0	0
0.5	0.75	0.25	0.25	2	10	4	64	28	1	0	8	0
0.5	0.75	0.25	0.5	2	60	40	45	16	32	11	4	1
0.5	0.75	0.25	0.75	2	133	114	26	13	116	81	4	1
0.5	0.75	0.25	1	2	188	182	1	0	185	157	0	0
0.5	0.75	0.5	0.25	2	4	1	82	37	1	0	7	3
0.5	0.75	0.5	0.5	2	48	33	52	19	31	11	5	1
0.5	0.75	0.5	0.75	2	120	107	28	14	115	69	0	0
0.5	0.75	0.5	1	2	182	175	5	4	186	162	0	0
0.5	0.75	0.75	0.25	2	6	3	58	22	1	1	6	0
0.5	0.75	0.75	0.5	2	50	30	50	25	24	9	6	0
0.5	0.75	0.75	0.75	2	131	109	21	12	125	84	2	0
0.5	0.75	0.75	1	2	189	181	2	1	186	160	0	0
0.5	0.75	1	0.25	2	9	5	79	33	3	0	6	0
0.5	0.75	1	0.5	2	56	43	51	32	31	12	2	0
0.5	0.75	1	0.75	2	132	107	19	6	125	78	1	1
0.5	0.75	1	1	2	182	175	6	6	183	149	0	0
0.5	1	0.25	0.25	2	6	1	65	38	1	0	7	0
0.5	1	0.25	0.5	2	46	37	35	22	28	9	4	1
0.5	1	0.25	0.75	2	134	113	28	13	113	69	4	1
0.5	1	0.25	1	2	188	174	4	2	187	160	0	0
0.5	1	0.5	0.25	2	7	2	73	32	1	0	7	2
0.5	1	0.5	0.5	2	49	35	51	28	28	9	5	1
0.5	1	0.5	0.75	2	133	106	16	10	121	74	0	0
0.5	1	0.5	1	2	183	175	7	1	186	162	0	0
0.5	1	0.75	0.25	2	5	0	43	23	1	1	6	0
0.5	1	0.75	0.5	2	45	28	52	22	24	9	6	0
0.5	1	0.75	0.75	2	130	115	24	14	123	73	1	0
0.5	1	0.75	1	2	186	185	4	3	189	167	0	0
0.5	1	1	0.25	2	9	6	63	23	5	0	6	0
0.5	1	1	0.5	2	55	42	43	22	28	9	0	0
0.5	1	1	0.75	2	127	107	17	8	122	78	1	1
0.5	1	1	1	2	184	173	3	3	184	151	0	0
0.1	0	0.25	0.25	3	4	2	18	5	2	1	10	0
0.1	0	0.25	0.5	3	20	8	14	4	21	5	10	0
0.1	0	0.25	0.75	3	76	29	14	7	105	37	2	2
0.1	0	0.25	1	3	155	124	9	5	179	139	1	0
0.1	0	0.5	0.25	3	3	0	14	3	4	0	6	1
0.1	0	0.5	0.5	3	17	5	14	5	28	5	4	1
0.1	0	0.5	0.75	3	66	39	16	6	104	49	5	0
0.1	0	0.5	1	3	137	110	6	2	172	119	1	1
0.1	0	0.75	0.25	3	0	0	10	4	1	0	7	1
0.1	0	0.75	0.5	3	11	3	18	8	22	2	7	1
0.1	0	0.75	0.75	3	63	32	10	8	107	51	7	0
0.1	0	0.75	1	3	142	110	8	6	171	139	2	1
0.1	0	1	0.25	3	0	0	22	6	1	0	14	0
0.1	0	1	0.5	3	8	4	19	8	20	4	16	1
0.1	0	1	0.75	3	57	35	19	7	94	33	8	0
0.1	0	1	1	3	129	97	5	2	173	127	2	0
0.1	0.25	0.25	0.25	3	2	1	28	10	3	1	14	0
0.1	0.25	0.25	0.5	3	27	15	18	7	21	5	8	0
0.1	0.25	0.25	0.75	3	96	68	8	3	106	46	2	2
0.1	0.25	0.25	1	3	168	150	9	5	185	162	1	0
0.1	0.25	0.5	0.25	3	3	1	13	6	4	0	6	1
0.1	0.25	0.5	0.5	3	27	17	10	7	29	5	4	1
0.1	0.25	0.5	0.75	3	80	56	11	9	102	39	3	0
0.1	0.25	0.5	1	3	169	147	9	3	174	135	1	1
0.1	0.25	0.75	0.25	3	1	0	21	6	0	0	5	0
0.1	0.25	0.75	0.5	3	18	8	19	9	23	2	7	1
0.1	0.25	0.75	0.75	3	87	69	13	10	106	45	6	0
0.1	0.25	0.75	1	3	156	145	4	3	172	140	2	1
0.1	0.25	1	0.25	3	0	0	21	7	1	0	12	0
0.1	0.25	1	0.5	3	15	10	23	12	22	4	16	2
0.1	0.25	1	0.75	3	79	55	16	8	100	40	11	0
0.1	0.25	1	1	3	151	128	4	3	173	112	1	0
0.1	0.5	0.25	0.25	3	6	2	26	14	2	1	12	0
0.1	0.5	0.25	0.5	3	28	15	22	13	21	5	8	0
0.1	0.5	0.25	0.75	3	119	86	7	3	111	55	2	2
0.1	0.5	0.25	1	3	180	172	3	3	179	130	1	0
0.1	0.5	0.5	0.25	3	4	2	23	8	4	0	6	1
0.1	0.5	0.5	0.5	3	28	14	19	7	27	3	4	1
0.1	0.5	0.5	0.75	3	99	72	12	7	104	48	6	0
0.1	0.5	0.5	1	3	175	163	4	1	174	142	1	1
0.1	0.5	0.75	0.25	3	2	1	30	9	1	0	7	1
0.1	0.5	0.75	0.5	3	29	18	20	8	23	2	7	1
0.1	0.5	0.75	0.75	3	99	74	17	9	107	45	7	0
0.1	0.5	0.75	1	3	173	163	3	1	172	143	2	1
0.1	0.5	1	0.25	3	3	2	26	10	1	0	16	0
0.1	0.5	1	0.5	3	20	13	28	9	22	4	16	2
0.1	0.5	1	0.75	3	102	81	19	11	100	41	11	0
0.1	0.5	1	1	3	174	158	4	3	173	134	2	0
0.1	0.75	0.25	0.25	3	3	2	34	11	3	1	13	0
0.1	0.75	0.25	0.5	3	35	27	22	10	22	6	11	0
0.1	0.75	0.25	0.75	3	124	95	11	5	105	37	2	2
0.1	0.75	0.25	1	3	178	174	3	3	183	146	1	0
0.1	0.75	0.5	0.25	3	6	4	27	7	4	0	6	1
0.1	0.75	0.5	0.5	3	39	27	23	10	23	2	2	0
0.1	0.75	0.5	0.75	3	111	82	12	4	106	52	6	0
0.1	0.75	0.5	1	3	183	173	9	6	174	144	1	1
0.1	0.75	0.75	0.25	3	3	1	30	11	0	0	6	1
0.1	0.75	0.75	0.5	3	37	30	22	17	23	2	7	1
0.1	0.75	0.75	0.75	3	116	96	15	8	101	33	4	0
0.1	0.75	0.75	1	3	177	169	6	4	172	143	2	1
0.1	0.75	1	0.25	3	3	1	32	13	1	0	18	0
0.1	0.75	1	0.5	3	37	16	29	13	21	4	16	1
0.1	0.75	1	0.75	3	108	83	22	12	103	46	12	0
0.1	0.75	1	1	3	171	164	10	7	173	124	1	0
0.1	1	0.25	0.25	3	5	4	41	9	3	1	13	0
0.1	1	0.25	0.5	3	39	30	36	14	21	5	8	0
0.1	1	0.25	0.75	3	134	110	9	4	112	56	2	2
0.1	1	0.25	1	3	183	178	5	4	179	135	1	0
0.1	1	0.5	0.25	3	7	5	29	18	4	0	6	1
0.1	1	0.5	0.5	3	43	33	33	15	23	3	3	1
0.1	1	0.5	0.75	3	126	102	13	7	106	51	6	0
0.1	1	0.5	1	3	181	173	7	4	174	144	1	1
0.1	1	0.75	0.25	3	5	0	41	11	0	0	6	1
0.1	1	0.75	0.5	3	34	23	32	12	23	2	7	1
0.1	1	0.75	0.75	3	120	99	16	6	108	54	7	0
0.1	1	0.75	1	3	178	167	6	4	172	147	3	1
0.1	1	1	0.25	3	2	1	35	18	1	0	12	0
0.1	1	1	0.5	3	33	23	53	26	17	3	15	0
0.1	1	1	0.75	3	125	101	21	13	102	46	11	0
0.1	1	1	1	3	176	164	9	6	173	145	3	0
0.25	0	0.25	0.25	3	0	0	12	3	2	0	14	1
0.25	0	0.25	0.5	3	14	9	10	2	43	15	5	1
0.25	0	0.25	0.75	3	49	22	7	1	138	78	1	0
0.25	0	0.25	1	3	120	77	5	0	187	162	0	0
0.25	0	0.5	0.25	3	0	0	10	1	5	0	11	1
0.25	0	0.5	0.5	3	9	5	3	0	50	18	6	1
0.25	0	0.5	0.75	3	52	20	4	1	136	80	1	0
0.25	0	0.5	1	3	121	80	0	0	188	166	1	0
0.25	0	0.75	0.25	3	3	1	1	0	4	1	4	0
0.25	0	0.75	0.5	3	11	5	3	0	38	13	7	0
0.25	0	0.75	0.75	3	59	22	3	1	130	78	2	0
0.25	0	0.75	1	3	119	90	11	3	185	152	1	0
0.25	0	1	0.25	3	0	0	3	0	2	1	6	0
0.25	0	1	0.5	3	10	5	7	2	39	7	7	1
0.25	0	1	0.75	3	48	24	12	3	128	77	3	0
0.25	0	1	1	3	117	76	4	1	191	162	0	0
0.25	0.25	0.25	0.25	3	3	1	22	7	2	0	13	1
0.25	0.25	0.25	0.5	3	20	13	8	4	43	16	5	1
0.25	0.25	0.25	0.75	3	79	59	4	0	142	85	1	0
0.25	0.25	0.25	1	3	153	124	3	0	190	173	0	0
0.25	0.25	0.5	0.25	3	5	0	20	3	5	0	12	1
0.25	0.25	0.5	0.5	3	21	8	11	4	50	16	6	1
0.25	0.25	0.5	0.75	3	85	70	8	3	133	66	1	0
0.25	0.25	0.5	1	3	160	137	6	0	188	162	1	0
0.25	0.25	0.75	0.25	3	2	1	11	2	4	2	8	0
0.25	0.25	0.75	0.5	3	19	11	11	2	43	17	8	0
0.25	0.25	0.75	0.75	3	89	61	6	2	124	66	2	0
0.25	0.25	0.75	1	3	149	123	3	3	186	159	1	0
0.25	0.25	1	0.25	3	1	0	19	3	3	1	7	0
0.25	0.25	1	0.5	3	18	9	11	2	43	10	8	1
0.25	0.25	1	0.75	3	87	57	9	3	129	83	4	0
0.25	0.25	1	1	3	153	124	3	0	192	166	0	0
0.25	0.5	0.25	0.25	3	6	3	27	9	4	0	14	1
0.25	0.5	0.25	0.5	3	39	22	16	6	39	12	4	1
0.25	0.5	0.25	0.75	3	118	95	6	4	136	78	1	0
0.25	0.5	0.25	1	3	174	163	2	1	189	167	0	0
0.25	0.5	0.5	0.25	3	4	2	23	6	5	0	10	1
0.25	0.5	0.5	0.5	3	38	27	19	7	47	14	6	1
0.25	0.5	0.5	0.75	3	104	74	4	0	134	68	1	0
0.25	0.5	0.5	1	3	180	162	2	1	190	169	1	0
0.25	0.5	0.75	0.25	3	3	2	20	8	4	1	4	0
0.25	0.5	0.75	0.5	3	28	15	12	2	37	13	7	0
0.25	0.5	0.75	0.75	3	108	75	11	5	127	72	2	0
0.25	0.5	0.75	1	3	170	156	5	3	184	151	1	0
0.25	0.5	1	0.25	3	2	2	22	11	2	1	7	0
0.25	0.5	1	0.5	3	30	20	25	13	40	7	8	1
0.25	0.5	1	0.75	3	110	81	10	4	126	72	2	0
0.25	0.5	1	1	3	178	160	3	1	190	160	0	0
0.25	0.75	0.25	0.25	3	6	4	41	19	3	0	14	1
0.25	0.75	0.25	0.5	3	58	36	21	11	43	16	5	1
0.25	0.75	0.25	0.75	3	138	109	8	4	140	79	1	0
0.25	0.75	0.25	1	3	190	179	2	2	187	162	0	0
0.25	0.75	0.5	0.25	3	9	5	32	14	5	0	10	1
0.25	0.75	0.5	0.5	3	51	37	20	6	47	14	6	0
0.25	0.75	0.5	0.75	3	129	113	14	9	134	69	1	0
0.25	0.75	0.5	1	3	187	175	2	0	188	162	1	0
0.25	0.75	0.75	0.25	3	9	5	36	9	4	1	4	0
